Year,Movie,Revenue,Budget,Summary,Director,Writers,Stars,Production
1991,Defending Your Life,"$16,371,128",NA,"In an afterlife resembling the present-day US, people must prove their worth by showing in court how they have demonstrated courage.",Albert Brooks,['Albert Brooks'],"['Albert Brooks', 'Meryl Streep', 'Rip Torn']",['Geffen Pictures']
1979,Breaking Away,NA,"$2,300,000",A small-town boy obsessed with the Italian cycling team vies for the affections of a college girl.,Peter Yates,['Steve Tesich'],"['Dennis Christopher', 'Dennis Quaid', 'Daniel Stern']",['Twentieth Century Fox Film Corporation']
1986,Hoosiers,"$28,607,524","$6,000,000",A coach with a checkered past and a local drunk train a small town high school basketball team to become a top contender for the championship.,David Anspaugh,['Angelo Pizzo'],"['Gene Hackman', 'Barbara Hershey', 'Dennis Hopper']","['De Haven Productions', 'Hemdale Film']"
1988,Bull Durham,"$50,888,729","$7,000,000",A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.,Ron Shelton,['Ron Shelton'],"['Kevin Costner', 'Susan Sarandon', 'Tim Robbins']",['The Mount Company']
1975,Dog Day Afternoon,NA,"$1,800,000",A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,Sidney Lumet,"['Frank Pierson', 'P.F. Kluge']","['Al Pacino', 'John Cazale', 'Penelope Allen']","['Warner Bros.', 'Artists Entertainment Complex']"
1973,American Graffiti,"$115,000,000","$777,000",A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,George Lucas,"['George Lucas', 'Gloria Katz']","['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat']","['Universal Pictures', 'Lucasfilm', 'The Coppola Company']"
1950,"The Asphalt Jungle,",NA,NA,"A major heist goes off as planned, until bad luck and double crosses cause everything to unravel.",John Huston,"['Ben Maddow', 'John Huston']","['Sterling Hayden', 'Louis Calhern', 'Jean Hagen']",['Metro-Goldwyn-Mayer (MGM)']
1956,"The Searchers,",NA,"$3,750,000",A Civil War veteran embarks on a journey to rescue his niece from an Indian tribe.,John Ford,"['Frank S. Nugent', 'Alan Le May']","['John Wayne', 'Jeffrey Hunter', 'Vera Miles']","['Warner Bros.', 'C.V. Whitney Pictures']"
1969,Where Eagles Dare,"SEK 11,639,000","$7,700,000",Allied agents stage a daring raid on a castle where the Nazis are holding an American General prisoner... but that's not all that's really going on.,Brian G. Hutton,"['Alistair MacLean', 'Alistair MacLean']","['Richard Burton', 'Clint Eastwood', 'Mary Ure']","['Metro-Goldwyn-Mayer (MGM)', 'Jerry Gershwin Productions', 'Elliott Kastner Productions']"
1968,"The Devil's Brigade,",NA,NA,An American colonel who has never been in combat is assigned to create a special forces unit from Canadian Army troops and a ragtag group of U.S. Army misfits.,Andrew V. McLaglen,"['William Roberts', 'Robert H. Adleman']","['William Holden', 'Cliff Robertson', 'Vince Edwards']",['Wolper Pictures']
1958,"The Big Country,",NA,NA,"A New Englander arrives in the Old West, where he becomes embroiled in a feud between two families over a valuable patch of land.",William Wyler,"['James R. Webb', 'Sy Bartlett']","['Gregory Peck', 'Jean Simmons', 'Carroll Baker']","['United Artists', 'Anthony Productions', 'Worldwide Productions']"
1963,Any Number Can Win (M�lodie en sous-sol ),NA,NA,NA,NA,NA,NA,NA
1988,Betrayed,"$25,816,139","$19,000,000",An FBI agent posing as a combine driver becomes romantically involved with a Midwest farmer who lives a double life as a white supremacist.,Costa-Gavras,['Joe Eszterhas'],"['Debra Winger', 'Tom Berenger', 'John Heard']","['United Artists', 'Winkler Films', 'CST Telecommunications']"
1976,Bound for Glory,NA,NA,The early life of Woody Guthrie as a vagabond folk singer.,Hal Ashby,"['Robert Getchell', 'Woody Guthrie']","['David Carradine', 'Ronny Cox', 'Melinda Dillon']",NA
1969,"The Bridge at Remagen,",NA,NA,"As the Allied armies close in, the Nazis decide to blow up the last Rhine bridge, trapping their own men on the wrong side. But will it happen?",John Guillermin,"['Richard Yates', 'William Roberts']","['George Segal', 'Robert Vaughn', 'Ben Gazzara']",['Wolper Pictures']
1972,Buck and the Preacher,NA,NA,A wagon master and a con-man preacher help freed slaves dogged by cheap-labor agents out West.,Sidney Poitier,"['Ernest Kinoy', 'Ernest Kinoy']","['Sidney Poitier', 'Harry Belafonte', 'Ruby Dee']","['Columbia Pictures', 'E & R Productions Corp.', 'Belafonte Enterprises']"
1992,Daughters of the Dust,"$1,642,436",NA,"Languid look at the Gullah culture of the sea islands off the coast of South Carolina and Georgia where African folk-ways were maintained well into the 20th Century and was one of the last ...
                    See full summary »",Julie Dash,['Julie Dash'],"['Cora Lee Day', 'Alva Rogers', 'Barbarao']","['American Playhouse', 'Geechee Girls', 'WMG Film']"
1950,Destination Moon,"$5,000,000",NA,One of the first science fiction films to attempt a high level of accurate technical detail tells the story of the first trip to the Moon.,Irving Pichel,"['Alford Van Ronkel', 'Robert A. Heinlein']","['John Archer', 'Warner Anderson', 'Tom Powers']",['George Pal Productions']
1949,"Fantastic Night, The (La Nuit Fantastique)",NA,NA,NA,NA,NA,NA,NA
1943,Hangmen Also Die,NA,NA,"After the Nazi administrator of Czechoslovakia is shot, his assassin tries to elude the Gestapo and struggles with his impulse to give himself up as hostages are executed.",Fritz Lang,"['Bertolt Brecht', 'Fritz Lang']","['Brian Donlevy', 'Walter Brennan', 'Anna Lee']",['Arnold Pressburger Films']
1996,"Ogre, The (Der Unhold)",NA,NA,NA,NA,NA,NA,NA
1959,On the Beach,NA,"$2,900,000","After a global nuclear war, the residents of Australia must come to terms with the fact that all life will be destroyed in a matter of months.",Stanley Kramer,"['John Paxton', 'Nevil Shute']","['Gregory Peck', 'Ava Gardner', 'Fred Astaire']",['Stanley Kramer Productions']
1947,Railroaded!,NA,NA,"A beautician and her crooked boyfriend attempt to rob the bookie operation located in the back room, but when the plan goes wrong, they frame an innocent man.",Anthony Mann,"['Gertrude Walker', 'John C. Higgins']","['John Ireland', 'Sheila Ryan', 'Hugh Beaumont']",['Producers Releasing Corporation (PRC)']
1997,Slaves to the Underground,NA,NA,"Seattle: The grunge girl band ""No Exits"" is just about to get a record deal. At this time Jimmy is appearing again, the former boy-friend of the band guitarist Shelly. She had left him ...
                    See full summary »",Kristine Peterson,['Bill Cody'],"['Molly Gross', 'Jason Bortz', 'Marisa Ryan']",['NEO Motion Pictures']
1936,Song of Freedom,NA,NA,NA,NA,NA,NA,NA
1937,Big Fella,NA,NA,"In this musical comedy, Paul Robeson stars as Joe, a Marseilles docker hired by a wealthy English couple to find their missing son. When Joe finds him, he learns he escaped of his own will,...
                    See full summary »",J. Elder Wills,"[""Ingram D'Abbes"", 'Fenn Sherie']","['Paul Robeson', 'Elisabeth Welch', 'Roy Emerton']","['Beaconsfield Productions', 'Hammer Films']"
1974,"The Taking of Pelham One Two Three,","SEK 1,003,937",NA,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",Joseph Sargent,"['John Godey', 'Peter Stone']","['Walter Matthau', 'Robert Shaw', 'Martin Balsam']","['Palomar Pictures (I)', 'Palladium Productions']"
1985,Volunteers,NA,NA,"Lawrence is a rich kid with a bad accent and a large debt. After his father refuses to help him out, Lawrence escapes his angry debtors by jumping on a Peace Corp flight to Southeast Asia, ...
                    See full summary »",Nicholas Meyer,"['Keith Critchlow', 'Ken Levine']","['Tom Hanks', 'John Candy', 'Rita Wilson']","['Home Box Office (HBO)', 'Silver Screen Partners', 'TriStar Pictures']"
1991,JFK,"$70,405,498","$40,000,000",A New Orleans DA discovers there's more to the Kennedy assassination than the official story.,Oliver Stone,"['Oliver Stone', 'Zachary Sklar']","['Kevin Costner', 'Gary Oldman', 'Jack Lemmon']","['Warner Bros.', 'Canal+', 'Regency Enterprises']"
1989,Who's Harry Crumb?,"$10,982,364",NA,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,Paul Flaherty,"['Robert Conte', 'Peter Wortmann']","['John Candy', 'Jeffrey Jones', 'Annie Potts']","['TriStar Pictures', 'NBC Productions', 'Arnon Milchan Productions']"
1987,Harry and the Hendersons,"$29,760,613",NA,"The Henderson family adopt a friendly Sasquatch after accidentally running him over on a hunting trip, but have a hard time trying to keep him away from the authorities and an eccentric hunter who's determined to catch ""Bigfoot"".",William Dear,"['William Dear', 'Bill Martin']","['John Lithgow', 'Melinda Dillon', 'Margaret Langrick']","['Amblin Entertainment', 'Universal Pictures']"
1986,Let's Get Harry,"$140,980",NA,"When Harry Burck (Harmon), an American engineer on loan to Colombia, is taken hostage and held for ransom, his brother Corey (Schoeffling) and friend Jack (Busey) are among a group of men, ...
                    See full summary »",Stuart Rosenberg,"['Mark Feldberg', 'Samuel Fuller']","['Michael Schoeffling', 'Thomas F. Wilson', 'Fidel Abrego']","['Delphi V Productions', 'TriStar Pictures']"
1986,Shanghai Surprise,"$2,315,683","$17,000,000","Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic...
                    See full summary »",Jim Goddard,"['John Kohn', 'Robert Bentley']","['Sean Penn', 'Madonna', 'Paul Freeman']","['HandMade Films', 'Vista Organisation, The']"
1987,Who's That Girl?,"$7,305,209",NA,"An uptight New York tax lawyer gets his life turned upside down, all in a single day, when he's asked to escort a feisty and free-spirited female ex-convict whom asks him to help prove her innocence of her crime.",James Foley,"['Andrew Smith', 'Andrew Smith']","['Madonna', 'Griffin Dunne', 'Haviland Morris']","['Guber-Peters Company, The', 'Warner Bros.']"
1989,She-Devil,"$15,351,421",NA,A cunning and resourceful housewife vows revenge on her husband when he begins an affair with a wealthy romance novelist.,Susan Seidelman,"['Fay Weldon', 'Barry Strugatz']","['Meryl Streep', 'Roseanne Barr', 'Ed Begley Jr.']","['Orion Pictures', 'A Seidelman/Brett Production']"
1987,Date with an Angel,"$1,988,962","$8,000,000","Jim is soon to be married to Patty, but when he wakes up after a bachelor party thrown by his friends, he finds an injured angel in his pool. When Patty sees her, she thinks he's seeing ...
                    See full summary »",Tom McLoughlin,['Tom McLoughlin'],"['Phoebe Cates', 'Emmanuelle Béart', 'Michael E. Knight']","['De Laurentiis Entertainment Group (DEG)', 'De Laurentiis Film Partners']"
1987,Blind Date,"$39,321,715","$18,000,000","Walter Davis is a workaholic. His attention is all to his work and very little to his personal life or appearance. Now he needs a date to take to his company's business dinner with a new ...
                    See full summary »",Blake Edwards,['Dale Launer'],"['Kim Basinger', 'Bruce Willis', 'John Larroquette']","['TriStar Pictures', 'Permut Presentations', 'Delphi V Productions']"
1987,Nadine,"$5,669,831","$12,000,000","In 1950s Texas, a woman trying to recover sexy photos of herself and divorce her husband witnesses a murder and uncovers corrupt land dealings.",Robert Benton,['Robert Benton'],"['Jeff Bridges', 'Kim Basinger', 'Rip Torn']","['TriStar Pictures', 'ML Delphi Premier Productions']"
1979,"The Muppet Movie,","$76,657,000",NA,"Kermit and his new found friends trek across America to find success in Hollywood, but a frog-legs merchant is after Kermit.",James Frawley,"['Jack Burns', 'Jerry Juhl']","['Jim Henson', 'Frank Oz', 'Jerry Nelson']","['Henson Associates (HA)', 'ITC Films']"
1981,"The Great Muppet Caper,",NA,NA,"Kermit, Gonzo and Fozzie are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy.",Jim Henson,"['Tom Patchett', 'Jay Tarses']","['Jim Henson', 'Frank Oz', 'Dave Goelz']","['Henson Associates (HA)', 'Incorporated Television Company (ITC)']"
1984,"The Muppets Take Manhattan,",NA,NA,Kermit and his friends go to New York to get their musical on Broadway only to find it's a more difficult task than they anticipated.,Frank Oz,"['Tom Patchett', 'Jay Tarses']","['Jim Henson', 'Frank Oz', 'Dave Goelz']","['TriStar Pictures', 'Henson Associates (HA)', 'Delphi II Productions']"
1985,Sesame Street Presents Follow That Bird,NA,NA,"Big Bird is sent to live far from Sesame Street by a pesky social worker. Unhappy, Big Bird runs away from his foster home, prompting the rest of the Sesame Street gang to go on a cross-country journey to find him.",Ken Kwapis,"['Tony Geiss', 'Judy Freudberg']","['Caroll Spinney', 'Jim Henson', 'Frank Oz']","[""Children's Television Workshop (CTW)"", 'Henson Associates (HA)', 'Warner Bros.']"
1993,We're Back! A Dinosaur's Story,"$9,315,576",NA,"Captain New Eyes travels back in time and feeds dinosaurs his Brain Grain cereal, which makes them intelligent and nonviolent. They agree to go to the Middle Future (this era) in order to ...
                    See full summary »",Phil Nibbelink,"['John Patrick Shanley', 'Hudson Talbott']","['John Goodman', 'Charles Fleischer', 'Blaze Berdahl']","['Universal Pictures', 'Amblimation', 'Amblin Entertainment']"
1985,Baby... Secret of the Lost Legend,NA,NA,"A paleontologist and her husband discover a mother and baby brontosaurus in Africa, and try to protect them from a group of hunters intent on capturing the dinosaurs.",Bill Norton,"['Clifford Green', 'Ellen Green']","['William Katt', 'Sean Young', 'Patrick McGoohan']","['Silver Screen Partners II', 'Touchstone Pictures']"
1985,Turtle Diary,"$2,156,772",NA,"Two separate people, a man and a woman, find something very stirring about the sea turtles in their tank at the London Zoo. They meet and form an odd, but sympathetic camaraderie as they ...
                    See full summary »",John Irvin,"['Russell Hoban', 'Harold Pinter']","['Glenda Jackson', 'Ben Kingsley', 'Richard Johnson']","['Britannic', 'British Lion Film Corporation', 'United British Artists (UBA)']"
1980,Raise the Titanic,"$7,000,000","$36,000,000","To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the Titanic.",Jerry Jameson,"['Adam Kennedy', 'Eric Hughes']","['Jason Robards', 'Richard Jordan', 'David Selby']",['Incorporated Television Company (ITC)']
1953,Titanic,NA,"$1,805,000",An unhappy married couple deal with their problems on board the ill-fated ship.,Jean Negulesco,"['Charles Brackett', 'Walter Reisch']","['Clifton Webb', 'Barbara Stanwyck', 'Robert Wagner']",['Twentieth Century Fox Film Corporation']
1958,"Night to Remember, A",NA,NA,NA,NA,NA,NA,NA
1951,Captain Horatio Hornblower,NA,NA,"During the Napoleonic wars, a British naval captain has adventures in Central American waters.",Raoul Walsh,"['Ivan Goff', 'Ben Roberts']","['Gregory Peck', 'Virginia Mayo', 'Robert Beatty']",['Warner Bros.']
1999,"Carriers Are Waiting, The (Les Convoyeurs Attendent)",NA,NA,NA,NA,NA,NA,NA
2000,Erin Brockovich,"$125,548,685","$52,000,000",An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,Steven Soderbergh,['Susannah Grant'],"['Julia Roberts', 'Albert Finney', 'David Brisbin']","['Universal Pictures', 'Columbia Pictures', 'Jersey Films']"
2000,Final Destination,"£10,218,118","$23,000,000","After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",James Wong,"['Glen Morgan', 'James Wong']","['Devon Sawa', 'Ali Larter', 'Kerr Smith']","['New Line Cinema', 'Zide-Perry Productions', 'Hard Eight Pictures']"
1999,Soft Fruit,NA,NA,NA,NA,NA,NA,NA
1998,Babymother,NA,NA,NA,NA,NA,NA,NA
1988,"The Bear,","$31,753,898",NA,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.,Jean-Jacques Annaud,"['James Oliver Curwood', 'Gérard Brach']","['Tchéky Karyo', 'Bart the Bear', 'Youk the Bear']","['Price', 'Renn Productions']"
1949,Impact,NA,NA,"A unfaithful wife plots with her lover to kill her husband, but the lover is accidentally killed instead. The husband stays in hiding, and lets his wife be charged with conspiracy.",Arthur Lubin,"['Dorothy Davenport', 'Jay Dratler']","['Brian Donlevy', 'Ella Raines', 'Charles Coburn']",['Cardinal Pictures (II)']
